,Broader,N,PUBMEDID,AUTHOR,DiseaseOrTrait,STAGE,DATE,STUDY ACCESSION,parentterm,color
12218,European,17078.0,25811787.0,Huffman JE,Urate levels in overweight individuals,initial,2015-03-26,GCST002829,Other measurement,#3288bd
12219,European,17078.0,25811787.0,Huffman JE,Urate levels in overweight individuals,initial,2015-03-26,GCST002829,Body measurement,#3288bd
12220,European,31950.0,25811787.0,Huffman JE,Urate levels (BMI interaction),initial,2015-03-26,GCST002826,Other measurement,#3288bd
12221,European,31950.0,25811787.0,Huffman JE,Urate levels (BMI interaction),initial,2015-03-26,GCST002826,Body measurement,#3288bd
12222,Asian,1.0,25799145.0,Kappen JH,Behcet's disease,initial,2015-03-23,GCST002823,Cardiovascular disease,#d53e4f
12223,Asian,1.0,25799145.0,Kappen JH,Behcet's disease,initial,2015-03-23,GCST002823,Cardiovascular disease,#d53e4f
12224,European,54.0,25799145.0,Kappen JH,Behcet's disease,initial,2015-03-23,GCST002823,Cardiovascular disease,#3288bd
12225,Hispanic/Latin American,1.0,25799145.0,Kappen JH,Behcet's disease,initial,2015-03-23,GCST002823,Cardiovascular disease,#807dba
12226,Other/Mixed,1.0,25799145.0,Kappen JH,Behcet's disease,initial,2015-03-23,GCST002823,Cardiovascular disease,#99d594
12227,Other/Mixed,241.0,25799145.0,Kappen JH,Behcet's disease,initial,2015-03-23,GCST002823,Cardiovascular disease,#99d594
12228,Asian,1.0,25799145.0,Kappen JH,Behcet's disease,initial,2015-03-23,GCST002823,Cardiovascular disease,#d53e4f
12229,European,180.0,25799145.0,Kappen JH,Behcet's disease,replication,2015-03-23,GCST002823,Cardiovascular disease,#3288bd
12231,Other/Mixed,1.0,25799145.0,Kappen JH,Behcet's disease,initial,2015-03-23,GCST002824,Cardiovascular disease,#99d594
12232,Other/Mixed,241.0,25799145.0,Kappen JH,Behcet's disease,initial,2015-03-23,GCST002824,Cardiovascular disease,#99d594
12233,Other/Mixed,3934.0,25799145.0,Kappen JH,Behcet's disease,replication,2015-03-23,GCST002824,Cardiovascular disease,#99d594
12234,Asian,1.0,25799145.0,Kappen JH,Behcet's disease,initial,2015-03-23,GCST002824,Cardiovascular disease,#d53e4f
12235,Asian,1.0,25799145.0,Kappen JH,Behcet's disease,initial,2015-03-23,GCST002824,Cardiovascular disease,#d53e4f
12236,European,54.0,25799145.0,Kappen JH,Behcet's disease,initial,2015-03-23,GCST002824,Cardiovascular disease,#3288bd
12237,Hispanic/Latin American,1.0,25799145.0,Kappen JH,Behcet's disease,initial,2015-03-23,GCST002824,Cardiovascular disease,#807dba
12239,Asian,1.0,25799145.0,Kappen JH,Behcet's disease,initial,2015-03-23,GCST002824,Cardiovascular disease,#d53e4f
12240,European,2764.0,25798622.0,Knowles JW,Insulin resistance/response,initial,2015-03-23,GCST002825,Other trait,#3288bd
12241,European,1259.0,25798622.0,Knowles JW,Insulin resistance/response,replication,2015-03-23,GCST002825,Other trait,#3288bd
12242,Hispanic/Latin American,1601.0,25798622.0,Knowles JW,Insulin resistance/response,replication,2015-03-23,GCST002825,Other trait,#807dba
12243,European,431.0,25866641.0,Xu W,Survival in microsatellite instability low/stable colorectal cancer,initial,2015-03-19,GCST002820,Other measurement,#3288bd
12244,European,431.0,25866641.0,Xu W,Survival in microsatellite instability low/stable colorectal cancer,initial,2015-03-19,GCST002820,Cancer,#3288bd
12245,European,431.0,25866641.0,Xu W,Survival in microsatellite instability low/stable colorectal cancer,initial,2015-03-19,GCST002820,Other measurement,#3288bd
12246,European,431.0,25866641.0,Xu W,Survival in microsatellite instability low/stable colorectal cancer,initial,2015-03-19,GCST002820,Other measurement,#3288bd
12247,European,171.0,25866641.0,Xu W,Survival in rectal cancer,initial,2015-03-19,GCST002821,Other measurement,#3288bd
12248,European,171.0,25866641.0,Xu W,Survival in rectal cancer,initial,2015-03-19,GCST002821,Cancer,#3288bd
12249,European,171.0,25866641.0,Xu W,Survival in rectal cancer,initial,2015-03-19,GCST002821,Other measurement,#3288bd
12250,European,334.0,25866641.0,Xu W,Survival in colon cancer,initial,2015-03-19,GCST002822,Other measurement,#3288bd
12251,European,334.0,25866641.0,Xu W,Survival in colon cancer,initial,2015-03-19,GCST002822,Cancer,#3288bd
12252,European,334.0,25866641.0,Xu W,Survival in colon cancer,initial,2015-03-19,GCST002822,Other measurement,#3288bd
12253,European,552.0,25784220.0,Sharma S,Adolescent idiopathic scoliosis,replication,2015-03-18,GCST002819,Other disease,#3288bd
12254,Asian,2524.0,25784220.0,Sharma S,Adolescent idiopathic scoliosis,replication,2015-03-18,GCST002819,Other disease,#d53e4f
12256,European,1184.0,25784220.0,Sharma S,Adolescent idiopathic scoliosis,initial,2015-03-18,GCST002819,Other disease,#3288bd
12257,European,681.0,25786224.0,Johnson EO,HIV-1 susceptibility,replication,2015-03-18,GCST002818,Other disease,#3288bd
12258,African Am./Caribbean,1852.0,25786224.0,Johnson EO,HIV-1 susceptibility,replication,2015-03-18,GCST002818,Other disease,#fee08b
12259,European,1132.0,25786224.0,Johnson EO,HIV-1 susceptibility,initial,2015-03-18,GCST002818,Other disease,#3288bd
12260,African Am./Caribbean,2004.0,25786224.0,Johnson EO,HIV-1 susceptibility,initial,2015-03-18,GCST002818,Other disease,#fee08b
12261,European,681.0,25786224.0,Johnson EO,HIV-1 susceptibility,replication,2015-03-18,GCST002818,Immune system disorder,#3288bd
12262,African Am./Caribbean,1852.0,25786224.0,Johnson EO,HIV-1 susceptibility,replication,2015-03-18,GCST002818,Immune system disorder,#fee08b
12263,European,1132.0,25786224.0,Johnson EO,HIV-1 susceptibility,initial,2015-03-18,GCST002818,Immune system disorder,#3288bd
12264,African Am./Caribbean,2004.0,25786224.0,Johnson EO,HIV-1 susceptibility,initial,2015-03-18,GCST002818,Immune system disorder,#fee08b
12266,European,4203.0,25778476.0,Jun G,Alzheimer's disease (APOE e4 interaction),replication,2015-03-17,GCST002814,Neurological disorder,#3288bd
12268,European,4203.0,25778476.0,Jun G,Alzheimer's disease (APOE e4 interaction),replication,2015-03-17,GCST002814,Other measurement,#3288bd
12270,European,2417.0,25778476.0,Jun G,Alzheimer's disease in APOE e4- carriers,replication,2015-03-17,GCST002817,Neurological disorder,#3288bd
12272,European,1786.0,25778476.0,Jun G,Alzheimer's disease in APOE e4+ carriers,replication,2015-03-17,GCST002813,Neurological disorder,#3288bd
12273,Other/Mixed,638.0,25781172.0,Avramopoulos D,Bipolar disorder (inflammation and infection response interaction),initial,2015-03-17,GCST002815,Other measurement,#99d594
12274,Other/Mixed,638.0,25781172.0,Avramopoulos D,Bipolar disorder (inflammation and infection response interaction),initial,2015-03-17,GCST002815,Neurological disorder,#99d594
12275,Other/Mixed,638.0,25781172.0,Avramopoulos D,Bipolar disorder (inflammation and infection response interaction),initial,2015-03-17,GCST002815,Other measurement,#99d594
12276,European,17187.0,25781442.0,Nan H,Colorectal cancer (aspirin and/or NSAID use interaction),initial,2015-03-17,GCST002816,Other measurement,#3288bd
12277,European,17187.0,25781442.0,Nan H,Colorectal cancer (aspirin and/or NSAID use interaction),initial,2015-03-17,GCST002816,Other measurement,#3288bd
12278,European,17187.0,25781442.0,Nan H,Colorectal cancer (aspirin and/or NSAID use interaction),initial,2015-03-17,GCST002816,Other measurement,#3288bd
12279,European,17187.0,25781442.0,Nan H,Colorectal cancer (aspirin and/or NSAID use interaction),initial,2015-03-17,GCST002816,Cancer,#3288bd
12280,Other/Mixed,701.0,25781172.0,Avramopoulos D,Schizophrenia (inflammation and infection response interaction),initial,2015-03-17,GCST002812,Neurological disorder,#99d594
12281,Other/Mixed,701.0,25781172.0,Avramopoulos D,Schizophrenia (inflammation and infection response interaction),initial,2015-03-17,GCST002812,Other measurement,#99d594
12282,Other/Mixed,701.0,25781172.0,Avramopoulos D,Schizophrenia (inflammation and infection response interaction),initial,2015-03-17,GCST002812,Other measurement,#99d594
12283,Other/Mixed,701.0,25781172.0,Avramopoulos D,Schizophrenia (inflammation and infection response interaction),initial,2015-03-17,GCST002812,Other measurement,#99d594
12284,Asian,3537.0,25775280.0,Sun Y,Nonsyndromic cleft lip with or without cleft palate,replication,2015-03-16,GCST002811,Other trait,#d53e4f
12285,Asian,2106.0,25775280.0,Sun Y,Nonsyndromic cleft lip with or without cleft palate,initial,2015-03-16,GCST002811,Other trait,#d53e4f
12286,Asian,3537.0,25775280.0,Sun Y,Nonsyndromic cleft lip with or without cleft palate,replication,2015-03-16,GCST002811,Other trait,#d53e4f
12287,Asian,2106.0,25775280.0,Sun Y,Nonsyndromic cleft lip with or without cleft palate,initial,2015-03-16,GCST002811,Other trait,#d53e4f
12288,Other/Mixed,3950.0,25774636.0,Curtis J,Tuberculosis,replication,2015-03-16,GCST002810,Other disease,#99d594
12289,European,11137.0,25774636.0,Curtis J,Tuberculosis,initial,2015-03-16,GCST002810,Other disease,#3288bd
12290,African,4637.0,25774636.0,Curtis J,Tuberculosis,replication,2015-03-16,GCST002810,Other disease,#fc8d59
12291,European,1237.0,25827505.0,Swaminathan S,Bipolar disorder,replication,2015-03-14,GCST002809,Neurological disorder,#3288bd
12292,African Am./Caribbean,317.0,25827505.0,Swaminathan S,Bipolar disorder,initial,2015-03-14,GCST002809,Neurological disorder,#fee08b
12293,European,951.0,25827505.0,Swaminathan S,Bipolar disorder,initial,2015-03-14,GCST002809,Neurological disorder,#3288bd
12294,European,5595.0,25772935.0,Germain M,Venous thromboembolism,replication,2015-03-12,GCST002808,Cardiovascular disease,#3288bd
12295,European,60139.0,25772935.0,Germain M,Venous thromboembolism,initial,2015-03-12,GCST002808,Cardiovascular disease,#3288bd
12296,European,1911.0,25763902.0,Draaken M,Classic bladder exstrophy,initial,2015-03-12,GCST002807,Other disease,#3288bd
12297,European,2271.0,25758996.0,Pirastu N,Red wine liking,initial,2015-03-11,GCST002803,Other measurement,#3288bd
12298,Other/Mixed,353.0,25758996.0,Pirastu N,Red wine liking,replication,2015-03-11,GCST002803,Other measurement,#99d594
12299,European,1246.0,25758996.0,Pirastu N,Red wine liking,replication,2015-03-11,GCST002803,Other measurement,#3288bd
12300,Other/Mixed,335.0,25758996.0,Pirastu N,White wine liking,replication,2015-03-11,GCST002802,Other measurement,#99d594
12301,European,1261.0,25758996.0,Pirastu N,White wine liking,replication,2015-03-11,GCST002802,Other measurement,#3288bd
12302,European,2240.0,25758996.0,Pirastu N,White wine liking,initial,2015-03-11,GCST002802,Other measurement,#3288bd
12303,Other/Mixed,391.0,25760438.0,Anderson D,Type 2 diabetes,initial,2015-03-11,GCST002806,Metabolic disorder,#99d594
12304,Other/Mixed,361.0,25760438.0,Anderson D,Body mass index,initial,2015-03-11,GCST002805,Body measurement,#99d594
12305,Hispanic/Latin American,1932.0,25758998.0,Rubicz R,Antibody level in response to infection,initial,2015-03-11,GCST002804,Other measurement,#807dba
12306,European,16335.0,25743335.0,Taylor PN,Thyroid stimulating hormone levels,initial,2015-03-06,GCST008165,Other measurement,#3288bd
12307,European,13651.0,25743335.0,Taylor PN,Free thyroxine concentration,initial,2015-03-06,GCST008164,Other measurement,#3288bd
12308,Asian,1686.0,25742292.0,Aschebrook-Kilfoy B,Number of children (6+ vs. 0 or 1),initial,2015-03-05,GCST002800,Other trait,#d53e4f
12309,Asian,1686.0,25742292.0,Aschebrook-Kilfoy B,Number of children (6+ vs. 0 or 1),initial,2015-03-05,GCST002800,Other measurement,#d53e4f
12310,Asian,1686.0,25742292.0,Aschebrook-Kilfoy B,Number of pregnancies,initial,2015-03-05,GCST002799,Other trait,#d53e4f
12311,Asian,1686.0,25742292.0,Aschebrook-Kilfoy B,Number of pregnancies,initial,2015-03-05,GCST002799,Other measurement,#d53e4f
12312,Asian,1686.0,25742292.0,Aschebrook-Kilfoy B,Number of children,initial,2015-03-05,GCST002801,Other trait,#d53e4f
12313,Asian,1686.0,25742292.0,Aschebrook-Kilfoy B,Number of children,initial,2015-03-05,GCST002801,Other measurement,#d53e4f
12314,European,724.0,25562107.0,Israel E,Bronchodilator response in asthma,initial,2015-03-01,GCST002796,Response to drug,#3288bd
12315,European,439.0,25562107.0,Israel E,Bronchodilator response in asthma,replication,2015-03-01,GCST002796,Response to drug,#3288bd
12316,European,724.0,25562107.0,Israel E,Bronchodilator response in asthma,initial,2015-03-01,GCST002796,Other disease,#3288bd
12317,European,439.0,25562107.0,Israel E,Bronchodilator response in asthma,replication,2015-03-01,GCST002796,Other disease,#3288bd
12318,European,2076.0,25337690.0,Redler S,Alopecia areata,replication,2015-03-01,GCST005539,Other disease,#3288bd
12319,European,2242.0,25337690.0,Redler S,Alopecia areata,initial,2015-03-01,GCST005539,Other disease,#3288bd
12320,European,5993.0,25101718.0,Lee JH,Chronic obstructive pulmonary disease,initial,2015-03-01,GCST002795,Other disease,#3288bd
12321,African Am./Caribbean,2243.0,25101718.0,Lee JH,Chronic obstructive pulmonary disease,initial,2015-03-01,GCST002795,Other disease,#fee08b
12322,African Am./Caribbean,754.0,25101718.0,Lee JH,Pulmonary artery enlargement in chronic obstructive pulmonary disease,initial,2015-03-01,GCST002797,Other trait,#fee08b
12323,European,4287.0,25101718.0,Lee JH,Pulmonary artery enlargement in chronic obstructive pulmonary disease,initial,2015-03-01,GCST002797,Other trait,#3288bd
12324,African Am./Caribbean,754.0,25101718.0,Lee JH,Pulmonary artery enlargement in chronic obstructive pulmonary disease,initial,2015-03-01,GCST002797,Other disease,#fee08b
12325,European,4287.0,25101718.0,Lee JH,Pulmonary artery enlargement in chronic obstructive pulmonary disease,initial,2015-03-01,GCST002797,Other disease,#3288bd
12326,European,3718.0,25101718.0,Lee JH,Pulmonary artery enlargement and chronic obstructive pulmonary disease,initial,2015-03-01,GCST002798,Other trait,#3288bd
12327,African Am./Caribbean,2009.0,25101718.0,Lee JH,Pulmonary artery enlargement and chronic obstructive pulmonary disease,initial,2015-03-01,GCST002798,Other trait,#fee08b
12328,European,3718.0,25101718.0,Lee JH,Pulmonary artery enlargement and chronic obstructive pulmonary disease,initial,2015-03-01,GCST002798,Other disease,#3288bd
12329,African Am./Caribbean,2009.0,25101718.0,Lee JH,Pulmonary artery enlargement and chronic obstructive pulmonary disease,initial,2015-03-01,GCST002798,Other disease,#fee08b
12332,European,521.0,25881214.0,Shah AA,Vein graft stenosis in coronary artery bypass grafting,initial,2015-02-27,GCST002793,Other trait,#3288bd
12333,European,521.0,25881214.0,Shah AA,Vein graft stenosis in coronary artery bypass grafting,initial,2015-02-27,GCST002793,Other trait,#3288bd
12335,European,209.0,25710658.0,Diouf B,Vincristine-induced peripheral neuropathy in acute lymphoblastic leukemia,initial,2015-02-24,GCST002792,Neurological disorder,#3288bd
12336,African,43.0,25710658.0,Diouf B,Vincristine-induced peripheral neuropathy in acute lymphoblastic leukemia,initial,2015-02-24,GCST002792,Neurological disorder,#fc8d59
12337,Asian,2.0,25710658.0,Diouf B,Vincristine-induced peripheral neuropathy in acute lymphoblastic leukemia,initial,2015-02-24,GCST002792,Neurological disorder,#d53e4f
12338,Hispanic/Latin American,44.0,25710658.0,Diouf B,Vincristine-induced peripheral neuropathy in acute lymphoblastic leukemia,initial,2015-02-24,GCST002792,Neurological disorder,#807dba
12340,European,209.0,25710658.0,Diouf B,Vincristine-induced peripheral neuropathy in acute lymphoblastic leukemia,initial,2015-02-24,GCST002792,Cancer,#3288bd
12341,African,43.0,25710658.0,Diouf B,Vincristine-induced peripheral neuropathy in acute lymphoblastic leukemia,initial,2015-02-24,GCST002792,Cancer,#fc8d59
12342,Asian,2.0,25710658.0,Diouf B,Vincristine-induced peripheral neuropathy in acute lymphoblastic leukemia,initial,2015-02-24,GCST002792,Cancer,#d53e4f
12343,Hispanic/Latin American,44.0,25710658.0,Diouf B,Vincristine-induced peripheral neuropathy in acute lymphoblastic leukemia,initial,2015-02-24,GCST002792,Cancer,#807dba
12345,European,209.0,25710658.0,Diouf B,Vincristine-induced peripheral neuropathy in acute lymphoblastic leukemia,initial,2015-02-24,GCST002792,Response to drug,#3288bd
12346,African,43.0,25710658.0,Diouf B,Vincristine-induced peripheral neuropathy in acute lymphoblastic leukemia,initial,2015-02-24,GCST002792,Response to drug,#fc8d59
12347,Asian,2.0,25710658.0,Diouf B,Vincristine-induced peripheral neuropathy in acute lymphoblastic leukemia,initial,2015-02-24,GCST002792,Response to drug,#d53e4f
12348,Hispanic/Latin American,44.0,25710658.0,Diouf B,Vincristine-induced peripheral neuropathy in acute lymphoblastic leukemia,initial,2015-02-24,GCST002792,Response to drug,#807dba
12349,European,2197.0,25710614.0,Hong X,Food allergy,initial,2015-02-24,GCST002790,Other measurement,#3288bd
