STUDY ACCESSION,Cleaned_Ancestry,Cleaned_Ancestry_Size
GCST004364,European,19509
GCST004520,European,6197
GCST004520,European,7377
GCST004678,Finnish,3967
GCST004684,Finnish,3820
GCST004683,Finnish,3868
GCST004688,Finnish,3812
GCST004682,Finnish,3837
GCST004681,Finnish,3787
GCST004687,Finnish,4191
GCST004679,Finnish,3824
GCST004686,Finnish,4025
GCST004680,Finnish,3988
GCST004685,Finnish,4057
GCST004526,European,2434
GCST004526,African American,2470
GCST004526,Hispanic,2065
GCST004526,Chinese,702
GCST004510,European,2101
GCST004510,European,4202
GCST004527,European,2434
GCST004527,African American,2470
GCST004527,Hispanic,2065
GCST004527,Chinese,702
GCST004525,European,2434
GCST004525,African American,2470
GCST004525,Hispanic,2065
GCST004525,Chinese,702
GCST004511,Hispanic,778
GCST004511,Hispanic,1786
GCST004514,Hispanic,5119
GCST004514,Hispanic,7616
GCST004513,Hispanic,2564
GCST004513,Hispanic,2555
GCST004512,Hispanic,1929
GCST004512,Hispanic,3156
GCST004399,European,13781
GCST004400,Korean,385
GCST004400,Korean,326
GCST004398,European,13781
GCST004573,Hispanic/Latino,12375
GCST004490,European,113
GCST004490,European,207
GCST004490,European,239
GCST004490,European,85
GCST004490,European,199
GCST004492,European,113
GCST004492,European,207
GCST004492,European,239
GCST004492,European,85
GCST004492,European,199
GCST004572,Hispanic/Latino,12589
GCST004491,European,113
GCST004491,European,207
GCST004491,European,239
GCST004491,European,85
GCST004491,European,199
GCST004571,Hispanic/Latino,12586
GCST004570,Hispanic/Latino,12580
GCST004385,African,31155
GCST004358,European,62
GCST004358,European,175
GCST004388,African,31155
GCST004384,African,18440
GCST004387,African,31155
GCST004386,African,31155
GCST004367,European,3495
GCST004367,European,10982
GCST004366,Oceania,767
GCST004366,Oceania,1462
GCST004366,Fijian Indian,168
GCST004366,Fijian Indian,151
GCST004487,Hispanic,2337
GCST004487,European,2159
GCST004487,Pima Indian,332
GCST006679,European,527
GCST006677,Hispanic,2346
GCST006677,European,2087
GCST006677,Pima Indian,332
GCST006678,Hispanic,2346
GCST006678,European,2087
GCST006678,Pima Indian,332
GCST006676,Hispanic,2337
GCST006676,European,2159
GCST006676,Pima Indian,332
GCST006675,Hispanic,2337
GCST006675,European,2159
GCST006675,Pima Indian,332
GCST006681,Hispanic,2345
GCST006681,European,2042
GCST006681,Pima Indian,332
GCST004489,Hispanic,2345
GCST004489,European,2042
GCST004489,Pima Indian,332
GCST004488,European,527
GCST004575,Hispanic,2346
GCST004575,European,2087
GCST004575,Pima Indian,332
GCST004405,European,23104
GCST004405,European,47967
GCST004405,Hispanic/Latino,2673
GCST004405,Hispanic/Latino,4374
GCST004405,East Asian,3288
GCST004405,East Asian,2746
GCST004405,African American,1165
GCST004405,African American,1310
GCST004404,European,23104
GCST004404,European,47967
GCST004404,Hispanic/Latino,2673
GCST004404,Hispanic/Latino,4374
GCST004404,East Asian,3288
GCST004404,East Asian,2746
GCST004404,African American,1165
GCST004404,African American,1310
GCST004524,Pima Indian,419
GCST004523,Pima Indian,509
GCST004350,European,1268
GCST004350,European,8880
GCST004350,European,6479
GCST004351,European,1268
GCST004351,European,8880
GCST004351,European,6479
GCST004345,Korean,2841
GCST004485,European,868
GCST004390,Puerto Rican,1666
GCST004390,Puerto Rican,478
GCST004390,Puerto Rican,1505
GCST004390,Puerto Rican,1388
GCST004293,European,24063
GCST004374,European,31
GCST004374,European,53
GCST004335,Hispanic/Latino,12502
GCST004334,Hispanic/Latino,12502
GCST004375,European,31
GCST004375,European,53
GCST004333,Hispanic/Latino,12502
GCST004331,Hispanic/Latino,12502
GCST004332,Hispanic/Latino,12502
GCST004329,Hispanic/Latino,12502
GCST004330,Hispanic/Latino,12502
GCST004292,European,110517
GCST004576,African American,2518
GCST004576,European,83707
GCST004576,Filipino,1773
GCST004576,Indian,1030
GCST004576,African American,1457
GCST004576,European,52993
GCST004576,Indian,7648
GCST004576,European,5527
GCST004577,African American,561
GCST004577,Filipino,352
GCST004577,Indian,725
GCST004577,European,18865
GCST004577,African American,251
GCST004577,Indian,4654
GCST004577,European,11309
GCST004577,European,959
GCST004578,African American,1957
GCST004578,Filipino,1421
GCST004578,Indian,305
GCST004578,European,65539
GCST004578,African American,1206
GCST004578,Indian,2029
GCST004578,European,41673
GCST004578,European,4819
GCST004564,African American,1957
GCST004564,Filipino,1773
GCST004564,Indian,305
GCST004564,European,67139
GCST004564,African American,1206
GCST004564,Indian,2029
GCST004564,European,43100
GCST004564,European,4819
GCST004560,African American,561
GCST004560,Filipino,352
GCST004560,Indian,725
GCST004560,European,19366
GCST004560,African American,251
GCST004560,Indian,4654
GCST004560,European,11727
GCST004560,European,959
GCST004559,African American,1957
GCST004559,Filipino,1773
GCST004559,Indian,305
GCST004559,European,67609
GCST004559,African American,1206
GCST004559,Indian,2029
GCST004559,European,43399
GCST004559,European,4819
GCST004563,African American,2518
GCST004563,European,85730
GCST004563,Filipino,1773
GCST004563,Indian,1030
GCST004563,African American,1457
GCST004563,European,54792
GCST004563,Indian,7648
GCST004563,European,5527
GCST004568,African American,2518
GCST004568,European,86278
GCST004568,Filipino,1773
GCST004568,Indian,1030
GCST004568,African American,1457
GCST004568,European,55137
GCST004568,Indian,7648
GCST004568,European,5527
GCST004566,African American,2518
GCST004566,European,83707
GCST004566,Filipino,1773
GCST004566,Indian,1030
GCST004566,African American,1457
GCST004566,European,52993
GCST004566,Indian,7648
GCST004566,European,5527
GCST004562,African American,2518
GCST004562,European,85730
GCST004562,Filipino,1773
GCST004562,Indian,1030
GCST004562,African American,1457
GCST004562,European,54792
GCST004562,Indian,7648
GCST004562,European,5527
GCST004557,African American,2518
GCST004557,European,86278
GCST004557,Filipino,1773
GCST004557,Indian,1030
GCST004557,African American,1457
GCST004557,European,55137
GCST004557,Indian,7648
GCST004557,European,5527
GCST004290,Sardinian,2273
GCST004290,Sardinian,2148
GCST004352,Korean,672
GCST004352,Korean,3700
GCST004567,African American,2518
GCST004567,European,83707
GCST004567,Filipino,1773
GCST004567,Indian,1030
GCST004567,African American,1457
GCST004567,European,52993
GCST004567,Indian,7648
GCST004567,European,5527
GCST004558,African American,2518
GCST004558,European,86278
GCST004558,Filipino,1773
GCST004558,Indian,1030
GCST004558,African American,1457
GCST004558,European,55137
GCST004558,Indian,7648
GCST004558,European,5527
GCST004565,African American,561
GCST004565,Filipino,352
GCST004565,Indian,725
GCST004565,European,19288
GCST004565,African American,251
GCST004565,Indian,4654
GCST004565,European,11681
GCST004565,European,959
GCST004561,African American,2518
GCST004561,European,85730
GCST004561,Filipino,1773
GCST004561,Indian,1030
GCST004561,African American,1457
GCST004561,European,54792
GCST004561,Indian,7648
GCST004561,European,5527
GCST004496,European,98173
GCST004496,European,64373
GCST004496,European,5829
GCST004496,African American/Afro Caribbean,10500
GCST004496,African American/Afro Caribbean,2706
GCST004496,Indian Asian,1030
GCST004496,Indian Asian,7648
GCST004496,Filipino,1793
GCST004496,Hispanic/Latino,2944
GCST004496,Hispanic/Latino,1764
GCST004509,European,18972
GCST004509,European,16109
GCST004509,European,973
GCST004509,African American/Afro Caribbean,1701
GCST004509,African American/Afro Caribbean,903
GCST004509,Indian Asian,10
GCST004509,Indian Asian,957
GCST004509,Filipino,267
GCST004509,Hispanic/Latino,475
GCST004509,Hispanic/Latino,446
GCST004507,European,95362
GCST004507,European,62085
GCST004507,European,5829
GCST004507,African American/Afro Caribbean,10500
GCST004507,African American/Afro Caribbean,2706
GCST004507,Indian Asian,1030
GCST004507,Indian Asian,7648
GCST004507,Filipino,1793
GCST004507,Hispanic/Latino,2944
GCST004507,Hispanic/Latino,1764
GCST004495,European,98173
GCST004495,European,64373
GCST004495,European,5829
GCST004495,African American/Afro Caribbean,10500
GCST004495,African American/Afro Caribbean,2706
GCST004495,Indian Asian,1030
GCST004495,Indian Asian,7648
GCST004495,Filipino,1793
GCST004495,Hispanic/Latino,2944
GCST004495,Hispanic/Latino,1764
GCST004508,European,75379
GCST004508,European,45811
GCST004508,European,4856
GCST004508,African American/Afro Caribbean,8799
GCST004508,African American/Afro Caribbean,1803
GCST004508,Indian Asian,1020
GCST004508,Indian Asian,6691
GCST004508,Filipino,1526
GCST004508,Hispanic/Latino,2469
GCST004508,Hispanic/Latino,1318
GCST004498,European,19883
GCST004498,European,16928
GCST004498,European,973
GCST004498,African American/Afro Caribbean,1701
GCST004498,African American/Afro Caribbean,903
GCST004498,Indian Asian,10
GCST004498,Indian Asian,957
GCST004498,Filipino,267
GCST004498,Hispanic/Latino,475
GCST004498,Hispanic/Latino,446
GCST004503,European,19276
GCST004503,European,16408
GCST004503,European,973
GCST004503,African American/Afro Caribbean,1701
GCST004503,African American/Afro Caribbean,903
GCST004503,Indian Asian,10
GCST004503,Indian Asian,957
GCST004503,Filipino,267
GCST004503,Hispanic/Latino,475
GCST004503,Hispanic/Latino,446
GCST004499,European,77279
GCST004499,European,47280
GCST004499,European,4856
GCST004499,African American/Afro Caribbean,8799
GCST004499,African American/Afro Caribbean,1803
GCST004499,Indian Asian,1020
GCST004499,Indian Asian,6691
GCST004499,Filipino,1526
GCST004499,Hispanic/Latino,2469
GCST004499,Hispanic/Latino,1318
GCST004504,European,77113
GCST004504,European,47319
GCST004504,European,4856
GCST004504,African American/Afro Caribbean,8799
GCST004504,African American/Afro Caribbean,1803
GCST004504,Indian Asian,1020
GCST004504,Indian Asian,6691
GCST004504,Filipino,1526
GCST004504,Hispanic/Latino,2469
GCST004504,Hispanic/Latino,1318
GCST004410,African American,155
GCST004410,European,150
GCST004410,Hispanic,49
GCST004410,African American,297
GCST004410,European,230
GCST004410,Hispanic,29
GCST004505,European,95362
GCST004505,European,62085
GCST004505,European,5829
GCST004505,African American/Afro Caribbean,10500
GCST004505,African American/Afro Caribbean,2706
GCST004505,Indian Asian,1030
GCST004505,Indian Asian,7648
GCST004505,Filipino,1793
GCST004505,Hispanic/Latino,2944
GCST004505,Hispanic/Latino,1764
GCST004502,European,97400
GCST004502,European,63892
GCST004502,European,5829
GCST004502,African American/Afro Caribbean,10500
GCST004502,African American/Afro Caribbean,2706
GCST004502,Indian Asian,1030
GCST004502,Indian Asian,7648
GCST004502,Filipino,1793
GCST004502,Hispanic/Latino,2944
GCST004502,Hispanic/Latino,1764
GCST004497,European,98173
GCST004497,European,64373
GCST004497,European,5829
GCST004497,African American/Afro Caribbean,10500
GCST004497,African American/Afro Caribbean,2706
GCST004497,Indian Asian,1030
GCST004497,Indian Asian,7648
GCST004497,Filipino,1793
GCST004497,Hispanic/Latino,2944
GCST004497,Hispanic/Latino,1764
GCST004501,European,97400
GCST004501,European,63892
GCST004501,European,5829
GCST004501,African American/Afro Caribbean,10500
GCST004501,African American/Afro Caribbean,2706
GCST004501,Indian Asian,1030
GCST004501,Indian Asian,7648
GCST004501,Filipino,1793
GCST004501,Hispanic/Latino,2944
GCST004501,Hispanic/Latino,1764
GCST004506,European,95362
GCST004506,European,62085
GCST004506,European,5829
GCST004506,African American/Afro Caribbean,10500
GCST004506,African American/Afro Caribbean,2706
GCST004506,Indian Asian,1030
GCST004506,Indian Asian,7648
GCST004506,Filipino,1793
GCST004506,Hispanic/Latino,2944
GCST004506,Hispanic/Latino,1764
GCST004500,European,97400
GCST004500,European,63892
GCST004500,European,5829
GCST004500,African American/Afro Caribbean,10500
GCST004500,African American/Afro Caribbean,2706
GCST004500,Indian Asian,1030
GCST004500,Indian Asian,7648
GCST004500,Filipino,1793
GCST004500,Hispanic/Latino,2944
GCST004500,Hispanic/Latino,1764
GCST004407,African American,140
GCST004407,European,167
GCST004407,Hispanic,53
GCST004407,African American,350
GCST004407,European,276
GCST004407,Hispanic,46
GCST004409,African American,192
GCST004409,European,213
GCST004409,Hispanic,70
GCST004409,African American,297
GCST004409,European,230
GCST004409,Hispanic,29
GCST004408,African American,30
GCST004408,European,45
GCST004408,Hispanic,17
GCST004408,African American,297
GCST004408,European,230
GCST004408,Hispanic,29
GCST004411,African American,155
GCST004411,European,150
GCST004411,Hispanic,49
GCST004411,African American,30
GCST004411,European,45
GCST004411,Hispanic,17
GCST004411,African American,297
GCST004411,European,230
GCST004411,Hispanic,29
GCST004406,African American,490
GCST004406,European,443
GCST004406,Hispanic,99
GCST004327,European,2187
GCST004326,European,2187
GCST004325,European,2187
GCST004318,European,2187
GCST004317,European,2187
GCST004316,European,2187
GCST004315,European,2187
GCST004313,European,2187
GCST004312,European,2187
GCST004311,European,2187
GCST004310,European,2187
GCST004309,European,2187
GCST004308,European,2187
GCST004306,European,2187
GCST004324,European,2187
GCST004323,European,2187
GCST004322,European,2187
GCST004321,European,2187
GCST004320,European,2187
GCST004319,European,2187
GCST004307,European,2187
GCST004314,European,2187
GCST004291,European,979
GCST004303,European,851
GCST004303,European,6836
GCST004328,European,2187
GCST004253,European,242
GCST004518,African American,4783
GCST004518,African American,15601
GCST004519,African,16559
GCST004519,African,26193
GCST004360,European,707
GCST004360,African,52
GCST004360,Asian,15
GCST004359,European,707
GCST004359,African,52
GCST004359,Asian,15
GCST004302,Han Chinese,1122
GCST004302,Han Chinese,4036
GCST004227,Japanese,115
GCST004227,Japanese,419
GCST004363,European,707
GCST004363,African,52
GCST004363,Asian,15
GCST004362,European,707
GCST004362,African,52
GCST004362,Asian,15
GCST004361,European,707
GCST004361,African,52
GCST004361,Asian,15
GCST004336,Han Chinese,780
GCST004344,French Canadian,251
GCST004373,Japanese,8180
GCST004373,Japanese,28612
GCST004301,European,8656
GCST004301,European,102776
GCST004300,European,7323
GCST004300,European,102776
GCST004295,European,15979
GCST004295,European,102776
GCST004295,African American,641
GCST004295,African American,5234
GCST004295,Japanese,837
GCST004295,Japanese,3293
GCST004295,Hispanic,277
GCST004295,Hispanic,3081
GCST004295,Brazilian,197
GCST004295,Brazilian,758
GCST004299,African American,641
GCST004299,African American,5234
GCST004298,Japanese,837
GCST004298,Japanese,3293
GCST004297,European,15979
GCST004297,European,102776
GCST004296,European,15979
GCST004296,European,102776
GCST004296,African American,641
GCST004296,African American,5234
GCST004296,Japanese,837
GCST004296,Japanese,3293
GCST004296,Hispanic,277
GCST004296,Hispanic,3081
GCST004296,Brazilian,197
GCST004296,Brazilian,758
GCST004271,European,98
GCST004275,European,98
GCST004274,European,98
GCST004273,European,78
GCST004273,European,20
GCST004270,European,98
GCST004272,European,98
GCST004304,Korean,911
GCST004304,Korean,7024
GCST004305,Korean,1895
GCST004305,Korean,6040
GCST004653,European,21852
GCST004648,European,30201
GCST004645,European,30201
GCST004659,European,30201
GCST004646,European,30201
GCST004655,European,30201
GCST004647,European,30201
GCST004651,European,30201
GCST004660,European,21852
GCST004650,European,21852
GCST004657,European,21852
GCST004654,European,21852
GCST004656,European,21852
GCST004652,European,21852
