,Broader,N,PUBMEDID,AUTHOR,DiseaseOrTrait,STAGE,DATE,ACCESSION,parentterm,EFOTerm,color
10914,African Am./Caribbean,704.0,22205395.0,Tekola Ayele F,Interleukin-10 levels,initial,2011-12-29,GCST006102,Inflammatory measurement,interleukin 10 measurement,#fee08b
10915,African,425.0,22205395.0,Tekola Ayele F,Interleukin-10 levels,replication,2011-12-29,GCST006102,Inflammatory measurement,interleukin 10 measurement,#fc8d59
10916,Asian,2139.0,22144915.0,Fan Q,Corneal astigmatism,replication,2011-12-01,GCST001339,Other trait,astigmatism,#3288bd
10917,Asian,2016.0,22144915.0,Fan Q,Corneal astigmatism,initial,2011-12-01,GCST001339,Other trait,astigmatism,#3288bd
10918,Asian,2238.0,22144915.0,Fan Q,Corneal astigmatism,initial,2011-12-01,GCST001339,Other trait,astigmatism,#3288bd
10919,Asian,2120.0,22144915.0,Fan Q,Corneal astigmatism,replication,2011-12-01,GCST001339,Other trait,astigmatism,#3288bd
10920,European,1597.0,22137330.0,Sanchez-Juan P,Creutzfeldt-Jakob disease (variant),initial,2011-11-30,GCST001334,Neurological disorder,creutzfeldt jacob disease,#d53e4f
10921,European,42.0,22137330.0,Sanchez-Juan P,Creutzfeldt-Jakob disease (variant),replication,2011-11-30,GCST001334,Neurological disorder,creutzfeldt jacob disease,#d53e4f
10922,European,48666.0,22139419.0,Gieger C,Platelet count,initial,2011-11-30,GCST001337,Hematological measurement,platelet count,#d53e4f
10923,European,18838.0,22139419.0,Gieger C,Platelet count,replication,2011-11-30,GCST001337,Hematological measurement,platelet count,#d53e4f
10924,European,18600.0,22139419.0,Gieger C,Mean platelet volume,initial,2011-11-30,GCST001335,Hematological measurement,mean platelet volume,#d53e4f
10925,European,18838.0,22139419.0,Gieger C,Mean platelet volume,replication,2011-11-30,GCST001335,Hematological measurement,mean platelet volume,#d53e4f
10926,Hispanic/Latin American,3468.0,22131368.0,Chen CT,Menarche and menopause (age at onset),initial,2011-11-30,GCST001336,Other measurement,age at menarche,#807dba
10927,Hispanic/Latin American,3468.0,22131368.0,Chen CT,Menarche and menopause (age at onset),initial,2011-11-30,GCST001336,Other measurement,age at menopause,#807dba
10928,Asian,182.0,22118420.0,Datta S,Bilirubin levels,initial,2011-11-28,GCST001333,Other measurement,bilirubin measurement,#3288bd
10929,European,700.0,22126837.0,LeBlanc M,Cognitive function,initial,2011-11-28,GCST001332,Biological process,mental process,#d53e4f
10930,European,7578.0,22120009.0,Broderick P,Multiple myeloma,initial,2011-11-27,GCST001331,Cancer,multiple myeloma,#d53e4f
10931,European,1096.0,22120009.0,Broderick P,Multiple myeloma,replication,2011-11-27,GCST001331,Cancer,multiple myeloma,#d53e4f
10932,Asian,3451.0,22116939.0,Guo Y,Epilepsy,initial,2011-11-24,GCST001329,Neurological disorder,epilepsy,#3288bd
10933,Asian,1080.0,22116939.0,Guo Y,Epilepsy,replication,2011-11-24,GCST001329,Neurological disorder,epilepsy,#3288bd
10934,European,232.0,22116950.0,Schuh-Huerta SM,Ovarian reserve,initial,2011-11-24,GCST001330,Other measurement,ovarian reserve,#d53e4f
10935,African Am./Caribbean,200.0,22116950.0,Schuh-Huerta SM,Ovarian reserve,initial,2011-11-24,GCST001330,Other measurement,ovarian reserve,#fee08b
10936,African Am./Caribbean,706.0,22205395.0,Tekola Ayele F,Interleukin-1-receptor antagonist levels,initial,2011-12-29,GCST006104,Inflammatory measurement,interleukin 1 receptor antagonist measurement,#fee08b
10937,African Am./Caribbean,704.0,22205395.0,Tekola Ayele F,Interleukin-6 levels,initial,2011-12-29,GCST006103,Inflammatory measurement,interleukin-6 measurement,#fee08b
10938,European,397.0,22216198.0,Athanasiadis G,Anticoagulant levels,initial,2011-12-28,GCST001365,Other measurement,coagulation factor measurement,#d53e4f
10939,Asian,6023.0,22197933.0,Hu Z,Non-obstructive azoospermia,replication,2011-12-25,GCST001362,Other disease,azoospermia,#3288bd
10940,Asian,2638.0,22197933.0,Hu Z,Non-obstructive azoospermia,initial,2011-12-25,GCST001362,Other disease,azoospermia,#3288bd
10941,Asian,5704.0,22197929.0,Yu XQ,IgA nephropathy,initial,2011-12-25,GCST001364,Other disease,IgA glomerulonephritis,#3288bd
10942,Asian,6167.0,22197929.0,Yu XQ,IgA nephropathy,replication,2011-12-25,GCST001364,Other disease,IgA glomerulonephritis,#3288bd
10943,European,25252.0,22197932.0,Paternoster L,Atopic dermatitis,replication,2011-12-25,GCST001363,Immune system disorder,atopic eczema,#d53e4f
10944,European,26171.0,22197932.0,Paternoster L,Atopic dermatitis,initial,2011-12-25,GCST001363,Immune system disorder,atopic eczema,#d53e4f
10945,European,16717.0,22199011.0,Murabito JM,Ankle-brachial index,replication,2011-12-23,GCST001361,Cardiovascular measurement,ankle brachial index,#d53e4f
10946,European,41692.0,22199011.0,Murabito JM,Ankle-brachial index,initial,2011-12-23,GCST001361,Cardiovascular measurement,ankle brachial index,#d53e4f
10947,European,2034.0,22205951.0,Kerner B,Bipolar disorder,initial,2011-12-21,GCST001359,Neurological disorder,bipolar disorder,#d53e4f
10948,Asian,980.0,22188591.0,Anantharaman R,Asthma,initial,2011-12-21,GCST001360,Other disease,asthma,#3288bd
10949,Asian,1045.0,22188591.0,Anantharaman R,Asthma,replication,2011-12-21,GCST001360,Other disease,asthma,#3288bd
10950,European,12755.0,22182935.0,Chen DT,Bipolar disorder,initial,2011-12-20,GCST001358,Neurological disorder,bipolar disorder,#d53e4f
10951,Asian,2000.0,22182935.0,Chen DT,Bipolar disorder,initial,2011-12-20,GCST001358,Neurological disorder,bipolar disorder,#3288bd
10952,European,3843.0,22182935.0,Chen DT,Bipolar disorder,replication,2011-12-20,GCST001358,Neurological disorder,bipolar disorder,#d53e4f
10954,European,5421.0,22080838.0,Cho MH,Chronic obstructive pulmonary disease,initial,2011-11-11,GCST001321,Other disease,chronic obstructive pulmonary disease,#d53e4f
10955,European,2050.0,22075249.0,Tang WH,Serum ceruloplasmin levels,replication,2011-11-10,GCST001318,Other measurement,serum ceruloplasmin measurement,#d53e4f
10956,European,2647.0,22075249.0,Tang WH,Serum ceruloplasmin levels,initial,2011-11-10,GCST001318,Other measurement,serum ceruloplasmin measurement,#d53e4f
10957,European,7809.0,22075330.0,Granada M,IgE levels,replication,2011-11-08,GCST001316,Other measurement,serum IgE measurement,#d53e4f
10958,European,6819.0,22075330.0,Granada M,IgE levels,initial,2011-11-08,GCST001316,Other measurement,serum IgE measurement,#d53e4f
10959,European,5306.0,22068335.0,Mitchell GF,Aortic stiffness,replication,2011-11-08,GCST001317,Cardiovascular measurement,carotid-femoral pulse wave velocity,#d53e4f
10960,European,20634.0,22068335.0,Mitchell GF,Aortic stiffness,initial,2011-11-08,GCST001317,Cardiovascular measurement,carotid-femoral pulse wave velocity,#d53e4f
10961,European,2286.0,22087292.0,Sun L,Femoral neck bone geometry,replication,2011-11-07,GCST001315,Other measurement,femoral neck bone geometry,#d53e4f
10962,Asian,1627.0,22087292.0,Sun L,Femoral neck bone geometry,initial,2011-11-07,GCST001315,Other measurement,femoral neck bone geometry,#3288bd
10963,Asian,3310.0,22065538.0,Morisaki H,Adiponectin levels,initial,2011-11-07,GCST001314,Other measurement,adiponectin measurement,#3288bd
10964,Asian,620.0,22057235.0,Trynka G,Celiac disease,initial,2011-11-06,GCST005523,Immune system disorder,celiac disease,#3288bd
10965,European,23649.0,22057235.0,Trynka G,Celiac disease,initial,2011-11-06,GCST005523,Immune system disorder,celiac disease,#d53e4f
10966,European,874.0,22064162.0,Edwards AC,Depression and alcohol dependence,initial,2011-11-05,GCST001313,Neurological disorder,alcohol dependence,#d53e4f
10969,European,40011.0,22055160.0,Bown MJ,Abdominal aortic aneurysm,replication,2011-11-04,GCST001312,Cardiovascular disease,abdominal aortic aneurysm,#d53e4f
10970,European,7172.0,22055160.0,Bown MJ,Abdominal aortic aneurysm,initial,2011-11-04,GCST001312,Cardiovascular disease,abdominal aortic aneurysm,#d53e4f
10971,European,1562.0,22054870.0,De Jager PL,Cognitive decline,replication,2011-11-03,GCST001311,Biological process,psychomotor performance,#d53e4f
10972,European,749.0,22054870.0,De Jager PL,Cognitive decline,initial,2011-11-03,GCST001311,Biological process,psychomotor performance,#d53e4f
10973,Other/Mixed,717.0,22054870.0,De Jager PL,Cognitive decline,replication,2011-11-03,GCST001311,Biological process,psychomotor performance,#99d594
10974,Asian,222.0,22180457.0,Kiyotani K,Response to tamoxifen in breast cancer,replication,2011-12-16,GCST001357,Response to drug,response to antineoplastic agent,#3288bd
10975,Asian,240.0,22180457.0,Kiyotani K,Response to tamoxifen in breast cancer,initial,2011-12-16,GCST001357,Response to drug,response to antineoplastic agent,#3288bd
10976,Asian,62.0,22179738.0,Lai HM,Gout,initial,2011-12-16,GCST001356,Metabolic disorder,gout,#3288bd
10977,European,472.0,22174390.0,Rankinen T,Heart rate variability traits,initial,2011-12-15,GCST001354,Cardiovascular measurement,heart rate,#d53e4f
10978,European,3367.0,21908519.0,Huffman JE,N-glycan levels,initial,2011-12-15,GCST005046,Other measurement,N-glycan measurement,#d53e4f
10979,European,8716.0,22170493.0,Ellinghaus E,Psoriatic arthritis,replication,2011-12-15,GCST001355,Immune system disorder,psoriatic arthritis,#d53e4f
10980,European,3967.0,22170493.0,Ellinghaus E,Psoriatic arthritis,initial,2011-12-15,GCST001355,Immune system disorder,psoriatic arthritis,#d53e4f
10981,African,496.0,22174851.0,Lingappa JR,HIV-1 viral setpoint,initial,2011-12-12,GCST001352,Other measurement,HIV viral set point measurement,#fc8d59
10982,African,798.0,22174851.0,Lingappa JR,HIV-1 susceptibility,initial,2011-12-12,GCST001353,Other disease,HIV-1 infection,#fc8d59
10983,African,798.0,22174851.0,Lingappa JR,HIV-1 susceptibility,initial,2011-12-12,GCST001353,Immune system disorder,susceptibility to viral and mycobacterial infections,#fc8d59
10984,Asian,5480.0,22158540.0,Wu C,Pancreatic cancer,replication,2011-12-11,GCST001350,Cancer,pancreatic carcinoma,#3288bd
10985,Asian,2972.0,22158540.0,Wu C,Pancreatic cancer,initial,2011-12-11,GCST001350,Cancer,pancreatic carcinoma,#3288bd
10986,Asian,35873.0,22158537.0,Cho YS,Type 2 diabetes,replication,2011-12-11,GCST001351,Metabolic disorder,type ii diabetes mellitus,#3288bd
10987,Asian,15000.0,22158537.0,Cho YS,Type 2 diabetes,initial,2011-12-11,GCST001351,Metabolic disorder,type ii diabetes mellitus,#3288bd
10988,Asian,2034.0,22158537.0,Cho YS,Type 2 diabetes,initial,2011-12-11,GCST001351,Metabolic disorder,type ii diabetes mellitus,#3288bd
10989,Asian,1783.0,22158537.0,Cho YS,Type 2 diabetes,initial,2011-12-11,GCST001351,Metabolic disorder,type ii diabetes mellitus,#3288bd
10990,European,557.0,22156575.0,Paus T,Brain development,initial,2011-12-09,GCST001349,Body measurement,infant head circumference,#d53e4f
10991,European,2601.0,22156575.0,Paus T,Brain development,replication,2011-12-09,GCST001349,Body measurement,infant head circumference,#d53e4f
10992,Other/Mixed,11163.0,22028671.0,Surakka I,Lipid traits,replication,2011-10-20,GCST001289,Lipid or lipoprotein measurement,total cholesterol measurement,#99d594
10993,European,11509.0,22028671.0,Surakka I,Lipid traits,replication,2011-10-20,GCST001289,Lipid or lipoprotein measurement,total cholesterol measurement,#d53e4f
10994,European,32225.0,22028671.0,Surakka I,Lipid traits,initial,2011-10-20,GCST001289,Lipid or lipoprotein measurement,total cholesterol measurement,#d53e4f
10995,European,598.0,22013104.0,Melka MG,Obesity-related traits,initial,2011-10-19,GCST001288,Other measurement,fat body mass,#d53e4f
10996,European,598.0,22013104.0,Melka MG,Obesity-related traits,initial,2011-10-19,GCST001288,Body measurement,body mass index,#d53e4f
10997,European,598.0,22013104.0,Melka MG,Obesity-related traits,initial,2011-10-19,GCST001288,Metabolic disorder,obesity,#d53e4f
10998,European,4374.0,22012869.0,Hinney A,Attention deficit hyperactivity disorder,replication,2011-10-19,GCST001287,Neurological disorder,attention deficit hyperactivity disorder,#d53e4f
10999,European,1795.0,22012869.0,Hinney A,Attention deficit hyperactivity disorder,initial,2011-10-19,GCST001287,Neurological disorder,attention deficit hyperactivity disorder,#d53e4f
11000,European,2410.0,22010048.0,Wu X,Renal cell carcinoma,initial,2011-10-18,GCST001283,Cancer,renal cell carcinoma,#d53e4f
11001,European,12277.0,22010048.0,Wu X,Renal cell carcinoma,replication,2011-10-18,GCST001283,Cancer,renal cell carcinoma,#d53e4f
11003,European,1190.0,22005931.0,Kamboh MI,Alzheimer's disease (age of onset),initial,2011-10-18,GCST001280,Neurological disorder,Alzheimer's disease,#d53e4f
11005,European,1190.0,22005931.0,Kamboh MI,Alzheimer's disease (age of onset),initial,2011-10-18,GCST001280,Other measurement,age at onset,#d53e4f
11006,Asian,1286.0,21989058.0,Qin Y,Premature ovarian failure,initial,2011-10-18,GCST001284,Other disease,primary ovarian insufficiency,#3288bd
11007,Asian,1200.0,21989058.0,Qin Y,Premature ovarian failure,replication,2011-10-18,GCST001284,Other disease,primary ovarian insufficiency,#3288bd
11008,European,3501.0,22004471.0,Frank J,Alcohol dependence,initial,2011-10-18,GCST001281,Neurological disorder,alcohol dependence,#d53e4f
11009,Other/Mixed,2.0,22005930.0,Hollingworth P,Psychosis in Alzheimer's disease,initial,2011-10-18,GCST001282,Neurological disorder,Alzheimer's disease,#99d594
11010,African Am./Caribbean,12.0,22005930.0,Hollingworth P,Psychosis in Alzheimer's disease,initial,2011-10-18,GCST001282,Neurological disorder,Alzheimer's disease,#fee08b
11011,European,2020.0,22005930.0,Hollingworth P,Psychosis in Alzheimer's disease,initial,2011-10-18,GCST001282,Neurological disorder,Alzheimer's disease,#d53e4f
11012,Other/Mixed,2.0,22005930.0,Hollingworth P,Psychosis in Alzheimer's disease,initial,2011-10-18,GCST001282,Other trait,psychotic symptoms,#99d594
11013,African Am./Caribbean,12.0,22005930.0,Hollingworth P,Psychosis in Alzheimer's disease,initial,2011-10-18,GCST001282,Other trait,psychotic symptoms,#fee08b
11014,European,2020.0,22005930.0,Hollingworth P,Psychosis in Alzheimer's disease,initial,2011-10-18,GCST001282,Other trait,psychotic symptoms,#d53e4f
11015,European,6944.0,22005930.0,Hollingworth P,Psychosis and Alzheimer's disease,initial,2011-10-18,GCST001285,Neurological disorder,Alzheimer's disease,#d53e4f
11016,Other/Mixed,2.0,22005930.0,Hollingworth P,Psychosis and Alzheimer's disease,initial,2011-10-18,GCST001285,Neurological disorder,Alzheimer's disease,#99d594
11017,African Am./Caribbean,12.0,22005930.0,Hollingworth P,Psychosis and Alzheimer's disease,initial,2011-10-18,GCST001285,Neurological disorder,Alzheimer's disease,#fee08b
11018,European,6944.0,22005930.0,Hollingworth P,Psychosis and Alzheimer's disease,initial,2011-10-18,GCST001285,Other trait,psychotic symptoms,#d53e4f
11019,Other/Mixed,2.0,22005930.0,Hollingworth P,Psychosis and Alzheimer's disease,initial,2011-10-18,GCST001285,Other trait,psychotic symptoms,#99d594
11020,African Am./Caribbean,12.0,22005930.0,Hollingworth P,Psychosis and Alzheimer's disease,initial,2011-10-18,GCST001285,Other trait,psychotic symptoms,#fee08b
11021,Asian,192.0,22174901.0,Chan KY,Hepatocellular carcinoma,initial,2011-12-08,GCST001348,Cancer,hepatocellular carcinoma,#3288bd
11022,Asian,1228.0,22174901.0,Chan KY,Hepatocellular carcinoma,replication,2011-12-08,GCST001348,Cancer,hepatocellular carcinoma,#3288bd
11023,European,6032.0,22144573.0,O'Donnell CJ,Coronary artery calcification,replication,2011-12-05,GCST001347,Other trait,coronary artery calcification,#d53e4f
11024,European,9961.0,22144573.0,O'Donnell CJ,Coronary artery calcification,initial,2011-12-05,GCST001347,Other trait,coronary artery calcification,#d53e4f
11025,European,294.0,22142827.0,Innocenti F,Response to gemcitabine in pancreatic cancer,initial,2011-12-05,GCST001346,Response to drug,response to gemcitabine,#d53e4f
11026,European,294.0,22142827.0,Innocenti F,Response to gemcitabine in pancreatic cancer,initial,2011-12-05,GCST001346,Cancer,pancreatic carcinoma,#d53e4f
11027,Asian,6068.0,22138694.0,Lin Z,Ankylosing spondylitis,initial,2011-12-04,GCST001345,Immune system disorder,ankylosing spondylitis,#3288bd
11028,Asian,5596.0,22138694.0,Lin Z,Ankylosing spondylitis,replication,2011-12-04,GCST001345,Immune system disorder,ankylosing spondylitis,#3288bd
11029,European,927.0,22140272.0,Dalgaard MD,Testicular dysgenesis syndrome,initial,2011-12-03,GCST001344,Other disease,testicular dysgenesis syndrome,#d53e4f
11030,European,671.0,22140272.0,Dalgaard MD,Testicular dysgenesis syndrome,replication,2011-12-03,GCST001344,Other disease,testicular dysgenesis syndrome,#d53e4f
11032,European,2810.0,22130093.0,Nam RK,Prostate cancer,replication,2011-12-01,GCST001338,Cancer,prostate carcinoma,#d53e4f
11033,Asian,189.0,22130093.0,Nam RK,Prostate cancer,replication,2011-12-01,GCST001338,Cancer,prostate carcinoma,#3288bd
11034,Other/Mixed,129.0,22130093.0,Nam RK,Prostate cancer,replication,2011-12-01,GCST001338,Cancer,prostate carcinoma,#99d594
11035,African,311.0,22130093.0,Nam RK,Prostate cancer,replication,2011-12-01,GCST001338,Cancer,prostate carcinoma,#fc8d59
11036,African Am./Caribbean,1009.0,22159054.0,Logue MW,Alzheimer's disease,initial,2011-12-01,GCST001342,Neurological disorder,Alzheimer's disease,#fee08b
11037,European,17698.0,22190364.0,Patsopoulos NA,Multiple sclerosis,initial,2011-12-01,GCST001341,Immune system disorder,multiple sclerosis,#d53e4f
